handle,name,url,location,timezone,country,language
100reporters,100Reporters,http://100r.org/,Washington,America/New_York,US,en
11alivenews,11Alive News,https://www.11alive.com,Atlanta,America/New_York,US,en
12khari,Baahrakhari,https://baahrakhari.com/,Kathmandu,Asia/Kathmandu,NP,ne
12newsnow,12 News Now,https://www.12newsnow.com/,Beaumont,America/Chicago,US,en
13wmaznews,13WMAZ News,https://www.13wmaz.com,Macon,America/New_York,US,en
14eastmag,14 East,http://fourteeneastmag.com/,Chicago,America/Chicago,US,en
19thnews,19th,https://19thnews.org/,Austin,America/Chicago,US,en
1newsnz,1News,https://www.1news.co.nz/,Auckland,Pacific/Auckland,NZ,en
20minutes,20 Minutes,https://www.20minutes.fr/,Paris,Europe/Paris,FR,fr
3newsnowomaha,KMTV 3 News Now,https://www.3newsnow.com/,Omaha,America/Chicago,US,en
404mediaco,404 Media,https://www.404media.co/,San Francisco,America/Los_Angeles,US,en
41nbc,41NBC / WMGT,https://www.41nbc.com,Macon,America/New_York,US,en
6abc,6abc,https://6abc.com/,Philadelphia,America/New_York,US,en
9news,9NEWS Denver,https://www.9news.com/,Denver,America/Denver,US,en
9to5mac,9to5Mac,https://9to5mac.com/,Cupertino,America/Los_Angeles,US,en
abc,ABC News,https://abcnews.go.com/,New York City,America/New_York,US,en
abc15,ABC15 Arizona,https://www.abc15.com/,Phoenix,America/Phoenix,US,en
abc3340,ABC 33/40 News,https://abc3340.com/,Birmingham,America/Chicago,US,en
abc7,ABC7,https://abc7.com/,Los Angeles,America/Los_Angeles,US,en
abc7breaking,KVIA,https://kvia.com/,El Paso,America/Denver,US,en
abc7newsbayarea,ABC7 News,https://abc7news.com/,San Francisco,America/Los_Angeles,US,en
abc_es,ABC,https://www.abc.es/,Madrid,Europe/Madrid,ES,es
abcnews,ABC News,https://www.abc.net.au/news/,Sydney,Australia/Sydney,AU,en
aberdeennews,Aberdeen News,https://www.aberdeennews.com/,Aberdeen,America/Chicago,US,en
abqbizfirst,Albuquerque Business First,https://www.bizjournals.com/albuquerque/,Albuquerque,America/Denver,US,en
abqjournal,Albuquerque Journal,https://www.abqjournal.com/,Albuquerque,America/Denver,US,en
adndotcom,Anchorage Daily News,https://www.adn.com/,Anchorage,America/Anchorage,US,en
adnkronos,Adnkronos,https://www.adnkronos.com/,Rome,Europe/Berlin,IT,it
aftenposten,Aftenposten,https://www.aftenposten.no/,Oslo,Europe/Oslo,NO,no
aftermath_site,Aftermath,https://aftermath.site/,Albany,America/New_York,US,en
agenciabrasil,Agência Brasil,https://agenciabrasil.ebc.com.br/,Brasília,America/Sao_Paulo,BR,pt
agenciapublica,Agência Pública,https://apublica.org/,Sao Paulo,America/Sao_Paulo,BR,pt
ainonline,Aviation International News,https://www.ainonline.com/,Midland Park,America/New_York,US,en
airlinereporter,Airline Reporter,https://www.airlinereporter.com/,Seattle,America/Los_Angeles,US,en
airwaysmagazine,Airways,https://airwaysmag.com/,Miami,America/New_York,US,en
ajc,Atlanta Journal-Constitution,https://www.ajc.com/,Atlanta,America/New_York,US,en
ajenglish,Al Jazeera English,https://www.aljazeera.com/,Doha,Asia/Qatar,QA,en
aknewsnow,Alaska’s News Source,https://www.alaskasnewssource.com/,Anchorage,America/Anchorage,US,en
akpublicnews,Alaska Public Media,https://alaskapublic.org/,Anchorage,America/Anchorage,US,en
alamogordonews,Alamogordo Daily News,https://www.alamogordonews.com/,Alamogordo,America/Denver,US,en
albany_herald,Albany Herald,https://www.albanyherald.com,Albany,America/New_York,US,en
aldiadallas,Al Dia Dallas,https://www.dallasnews.com/espanol/al-dia/,Dallas,America/Chicago,US,es
aldotcom,Alabama Media Group,https://www.al.com/,Montgomery,America/Chicago,US,en
alliancereview,The Alliance Review,https://www.the-review.com/,Alliance,America/New_York,US,en
alma_preta,Alma Preta,https://almapreta.com/,São Paulo,America/Sao_Paulo,BR,pt
alpublicradio,Alabama Public Radio,https://www.apr.org/,Tuscaloosa,America/Chicago,US,en
alreporter,Alabama Reporter,https://www.alreporter.com/,Montgomery,America/Chicago,US,en
alternet,AlterNet,https://www.alternet.org/,Washington,America/New_York,US,en
amabhungane,amaBhungane,https://amabhungane.org/,South Africa,Africa/Johannesburg,ZA,en
amarilloglobe,Amarillo Globe-News,https://www.amarillo.com/,Amarillo,America/Chicago,US,en
amarujalanews,Amar Ujala,https://www.amarujala.com/,New Delhi,Asia/Kolkata,IN,hi
amazoniaagencia,Agência Amazônia,https://aamazonia.com.br/,São Paulo,America/Sao_Paulo,BR,pt
amerindependent,American Independent,https://americanindependent.com/,Washington,America/New_York,US,en
amestribnews,Ames Tribune,https://www.amestrib.com/,Ames,America/Chicago,US,en
anchoragepress,Anchorage Press,https://www.anchoragepress.com/,Anchorage,America/Anchorage,US,en
andscape,Andscape,https://andscape.com/,Washington,America/New_York,US,en
annapurna_post,Annapurna Post,https://www.annapurnapost.com/,Kathmandu,Asia/Kathmandu,NP,ne
ap,Associated Press,https://apnews.com/,New York City,America/New_York,US,en
apmreports,APM Reports,https://www.apmreports.org/,St. Paul,America/Chicago,US,en
appalachia100,100 Days in Appalachia,https://www.100daysinappalachia.com/,Morgantown,America/New_York,US,en
argusleader,Sioux Falls Argus Leader,https://www.argusleader.com/,Sioux Falls,America/Chicago,US,en
aristeguionline,Aristegui Noticias,https://aristeguinoticias.com/,Mexico City,America/Mexico_City,MX,es
arizcir,Arizona Center for Investigative Reporting,https://azcir.org/,Phoenix,America/Los_Angeles,US,en
arkansasonline,Arkansas Democrat Gazette,https://www.arkansasonline.com/,Little Rock,America/Chicago,US,en
arkbusiness,Arkansas Business,https://www.arkansasbusiness.com/,Little Rock,America/Chicago,US,en
arknewsorg,Arkansas Nonprofit News Network,https://arknews.org/,Little Rock,America/Chicago,US,en
arktimes,Arkansas Times,https://arktimes.com/,Little Rock,America/Chicago,US,en
arstechnica,Ars Technica,https://arstechnica.com/,New York City,America/New_York,US,en
arthasarokar,Artha Sarokar,https://arthasarokar.com/,Kathmandu,Asia/Kathmandu,NP,ne
asahi,Asahi Shimbun,https://www.asahi.com/,Osaka,Asia/Tokyo,JP,ja
asburyparkpress,Asbury Park Press,https://www.app.com/,Asbury Park,America/New_York,US,en
asheville,Asheville Citizen-Times,https://www.citizen-times.com/,Asheville,America/New_York,US,en
ashlandornews,Ashland.news,https://ashland.news/,Ashland,America/Los_Angeles,US,en
aspendailynews,Aspen Daily News,https://www.aspendailynews.com/,Aspen,America/Denver,US,en
aspenjournalism,Aspen Journalism,https://aspenjournalism.org/,Aspen,America/Denver,US,en
aspenpubradio,Aspen Public Radio,https://www.aspenpublicradio.org/,Aspen,America/Denver,US,en
atarde,Jornal A Tarde,https://atarde.com.br/,Bahia,America/Sao_Paulo,BR,pt
atlblog,Above the Law,https://abovethelaw.com/,New York City,America/New_York,US,en
atlciviccircle,Atlanta Civic Circle,https://atlantaciviccircle.org/,Atlanta,America/New_York,US,en
aug_chronicle,Augusta Chronicle,https://www.augustachronicle.com,Augusta,America/New_York,US,en
austinchronicle,Austin Chronicle,https://www.austinchronicle.com/,Austin,America/Chicago,US,en
austinvida,Austin Vida,https://www.austinvida.com/,Austin,America/Chicago,US,en
avherald,Aviation Herald,https://avherald.com/,Austria,Europe/Vienna,AT,en
aviationnews,AeroTime Hub,https://www.aerotime.aero/,America,America/New_York,US,en
aviationweek,Aviation Week,https://aviationweek.com/,New York City,America/New_York,US,en
avlwatchdog,Asheville Watchdog,https://avlwatchdog.org/,Asheville,America/New_York,US,en
axios,Axios,https://www.axios.com/,Washington,America/New_York,US,en
azcentral,Arizona Republic,https://www.azcentral.com/,Phoenix,America/Phoenix,US,en
azds,Arizona Daily Sun,https://azdailysun.com/,Flagstaff,America/Phoenix,US,en
badger_project_,Badger Project,https://thebadgerproject.org/,Madison,America/Chicago,US,en
bakersfieldcali,Bakersfield Californian,https://www.bakersfield.com/,Bakersfield,America/Los_Angeles,US,en
baltbeat,Baltimore Beat,https://baltimorebeat.com/,Baltimore,America/New_York,US,en
baltbizonline,Baltimore Business Journal,https://www.bizjournals.com/baltimore/,Baltimore,America/New_York,US,en
baltfishbowl,Baltimore Fishbowl,https://baltimorefishbowl.com/,Baltimore,America/New_York,US,en
baltimorebanner,Baltimore Banner,https://www.thebaltimorebanner.com/,Baltimore,America/New_York,US,en
baltimorebrew,Baltimore Brew,https://www.baltimorebrew.com/,Baltimore,America/New_York,US,en
baltimoremag,Baltimore Magazine,https://www.baltimoremagazine.com/,Baltimore,America/New_York,US,en
baltimoresun,The Baltimore Sun,https://www.baltimoresun.com/,Baltimore,America/New_York,US,en
bangordailynews,Bangor Daily News,https://www.bangordailynews.com/,Bangor,America/New_York,US,en
bariweiss,Free Press,https://www.thefp.com/,Los Angeles,America/Los_Angeles,US,en
barnpat,The Barnstable Patriot,https://www.barnstablepatriot.com/,Barnstable,America/New_York,US,en
bartlesvilleee,Examiner-Enterprise,https://www.examiner-enterprise.com/,Bartlesville,America/Chicago,US,en
baruchticker,Ticker,https://theticker.org/,New York City,America/New_York,US,en
baynature,Bay Nature,https://baynature.org/,Berkeley,America/Los_Angeles,US,en
bbc,BBC,https://www.bbc.com/news,London,Europe/London,GB,en
bcenquirer,Battle Creek Enquirer,https://www.battlecreekenquirer.com/,Battle Creek,America/Detroit,US,en
bcn_foundation,Local News Matters,http://www.localnewsmatters.org/,Berkeley,America/Los_Angeles,US,en
bctimes,The Beaver County Times,https://www.timesonline.com/,Beaver,America/New_York,US,en
beaconjournal,Akron Beacon Journal,https://www.beaconjournal.com/,Akron,America/New_York,US,en
beaufortgazette,Beaufort Gazette,http://www.beaufortgazette.com,Beaufort,America/New_York,US,en
bellevillenewsd,Belleville News Democrat,http://www.bnd.com,Belleville,America/Chicago,US,en
bellingcat,Bellingcat,https://www.bellingcat.com/,London,Europe/London,GB,en
belt_magazine,Belt Magazine,http://beltmag.com/,Cleveland,America/New_York,US,en
beltel,Belfast Telegraph,https://www.belfasttelegraph.co.uk/,Belfast,Europe/Dublin,GB,en
berkeleyside,The Berkeleyside,https://berkeleyside.org/,Berkeley,America/Los_Angeles,US,en
berkshireeagle,Berkshire Eagle,https://www.berkshireeagle.com/,Pittsfield,America/New_York,US,en
bettergov,Better Government Association,https://www.bettergov.org/,Chicago,America/Chicago,US,en
bfmtv,BFMTV,https://www.bfmtv.com/,Paris,Europe/Paris,FR,fr
bfp_news,Burlington Free Press,https://www.burlingtonfreepress.com/,Burlington,America/New_York,US,en
bgdailynews,Bowling Green Daily News,https://www.bgdailynews.com/,Bowling Green,America/Chicago,US,en
bhamherald,Bellingham Herald,http://www.bellinghamherald.com,Bellingham,America/Los_Angeles,US,en
bhamwatch,BirminghamWatch,http://birminghamwatch.org/,Birmingham,America/Chicago,US,en
bild,Bild,https://www.bild.de/,Berlin,Europe/Berlin,DE,de
billingsgazette,Billings Gazette,https://billingsgazette.com/,Billings,America/Denver,US,en
billy_penn,Billy Penn,https://billypenn.com/,Philadelphia,America/New_York,US,en
binjreports,Boston Institute for Nonprofit Journalism,https://www.binjonline.org/,Somerville,America/New_York,US,en
bistrib,The Bismarck Tribune,https://bismarcktribune.com/,Bismarck,America/Chicago,US,en
bklyner,Bklyner,https://bklyner.com/,Brooklyn,America/New_York,US,en
blackbygodwv,Black by God,https://blackbygod.org/,Black Appalachia,America/New_York,US,en
blaw,Bloomberg Law,https://news.bloomberglaw.com/,New York City,America/New_York,US,en
bleacherreport,Bleacher Report,https://bleacherreport.com/,New York City,America/New_York,US,en
bleepincomputer,BleepingComputer,https://www.bleepingcomputer.com/,New York City,America/New_York,US,en
blockclubchi,Block Club Chicago,https://blockclubchicago.org/,Chicago,America/Chicago,US,en
bloombergjapan,Bloomberg Japan,https://www.bloomberg.co.jp/,Tokyo,Asia/Tokyo,JP,ja
blueridgenow,blueridgenow.com,https://www.blueridgenow.com/,Hendersonville,America/New_York,US,en
blufftontoday,Bluffton Today,https://www.blufftontoday.com/,Bluffton,America/New_York,US,en
bmtenterprise,Beaumont Enterprise,https://www.beaumontenterprise.com/,Beaumont,America/Chicago,US,en
boingboing,Boing Boing,https://boingboing.net/,San Francisco,America/Los_Angeles,US,en
bonappetit,Bon Appetit,https://www.bonappetit.com/,New York City,America/New_York,US,en
bonginoreport,Bongino Report,https://bonginoreport.com/,Florida,America/New_York,US,en
borderless_mag,Borderless,https://borderlessmag.org/,Chicago,America/Chicago,US,en
bosbizjournal,Boston Business Journal,https://www.bizjournals.com/boston/,Boston,America/New_York,US,en
bostonglobe,Boston Globe,https://www.bostonglobe.com/,Boston,America/New_York,US,en
bostonherald,Boston Herald,https://www.bostonherald.com/,Boston,America/New_York,US,en
bradentonherald,Bradenton Herald,http://www.bradenton.com,Bradenton,America/New_York,US,en
breakingnews_rs,Redding Record Searchlight,https://www.redding.com/,Redding,America/Los_Angeles,US,en
brecktexan,Breckenridge Texan,https://breckenridgetexan.com/,Breckenridge,America/Chicago,US,en
breitbartnews,Breitbart,https://www.breitbart.com/,Los Angeles,America/New_York,US,en
brooklynpaper,Brooklyn Paper,https://www.brooklynpaper.com/,New York City,America/New_York,US,en
brunswick_news,The Brunswick News,https://www.thebrunswicknews.com,Brunswick,America/New_York,US,en
btno,Bergens Tidende,https://www.bt.no/,Bergen,Europe/Oslo,NO,no
buckscoherald,Bucks County Herald,https://buckscountyherald.com/,Lahaska,America/New_York,US,en
bucyrustf,Bucyrus Telegraph Forum,https://www.bucyrustelegraphforum.com/,Bucyrus,America/New_York,US,en
bulwarkonline,Bulwark,https://www.thebulwark.com/,Washington,America/New_York,US,en
burlcotimes,Burlington County Times,https://www.burlingtoncountytimes.com/,Willingboro,America/New_York,US,en
business,Bloomberg,https://www.bloomberg.com/,New York City,America/New_York,US,en
buzzfeednews,Buzzfeed News,https://www.buzzfeednews.com/,New York City,America/New_York,US,en
calcalist,Calcalist,https://www.calcalist.co.il/,Tel Aviv,Asia/Tel_Aviv,IL,he
calgaryherald,Calgary Herald,https://calgaryherald.com/,Calgary,America/Edmonton,CA,en
callerdotcom,Corpus Christi Caller Times,https://www.caller.com/,Corpus Christi,America/Chicago,US,en
calmatters,Calmatters,https://calmatters.org/,Sacramento,America/Los_Angeles,US,en
canopyatl,Canopy Atlanta,http://canopyatlanta.org/,Atlanta,America/New_York,US,en
cantonledger,Canton Daily Ledger,https://www.cantondailyledger.com/,Canton,America/Chicago,US,en
cantonrepdotcom,The Canton Repository,https://www.cantonrep.com/,Canton,America/New_York,US,en
capecodtimes,Cape Cod Times,https://www.capecodtimes.com/,Hyannis,America/New_York,US,en
capgaznews,Capital Gazette,https://www.capitalgazette.com/,Annapolis,America/New_York,US,en
capitalandmain,Capital & Main,https://capitalandmain.com/,Los Angeles,America/Los_Angeles,US,en
capitalb_atl,Capital B Atlanta,https://atlanta.capitalbnews.org/,Atlanta,America/New_York,US,en
capitolnewsil,Capitol News Illinois,https://www.capitolnewsillinois.com/,Springfield,America/Chicago,US,en
capradionews,CapRadio,https://www.capradio.org/,Sacramento,America/Los_Angeles,US,en
cbcnews,CBC News,https://www.cbc.ca/news,Toronto,America/New_York,CA,en
cbnoficial,Rádio CBN,https://cbn.globoradio.globo.com/,Rio de Janeiro,America/Sao_Paulo,BR,pt
cbs46,CBS46,https://www.cbs46.com,Atlanta,America/New_York,US,en
cbs7news,CBS7,https://www.cbs7.com/,Odessa,America/Chicago,US,en
cbschicago,CBS Chicago,https://www.cbsnews.com/chicago/,Chicago,America/Chicago,US,en
cbsnews,CBS News,https://www.cbsnews.com/,New York City,America/New_York,US,en
ccurrentargus,Carlsbad Current-Argus,https://www.currentargus.com/,Carlsbad,America/Denver,US,en
centredaily,Centre Daily Times,http://www.centredaily.com,State College,America/New_York,US,en
chalkbeat,Chalkbeat,https://www.chalkbeat.org/,New York City,America/New_York,US,en
charlie_hebdo_,Charlie Hebdo,https://charliehebdo.fr/,Paris,Europe/Paris,FR,fr
chequeado,Chequeado,https://chequeado.com/,Buenos Aires,America/Buenos_Aires,AR,es
chesbayjournal,Chesapeake Bay Journal,https://www.bayjournal.com/,Mayo,America/New_York,US,en
chess24com,chess24,https://chess24.com/en/read/news,Hamburg,Europe/Berlin,DE,de
chessbase,ChessBase,https://en.chessbase.com/,Hamburg,Europe/Berlin,DE,en
chesscom,Chess.com,https://www.chess.com/news,San Francisco,America/Los_Angeles,US,en
chicago_reader,Chicago Reader,https://chicagoreader.com/,Chicago,America/Chicago,US,en
chicagoreporter,Chicago Reporter,https://www.chicagoreporter.com/,Chicago,America/Chicago,US,en
chicagotribune,Chicago Tribune,https://www.chicagotribune.com/,Chicago,America/Chicago,US,en
chieftainnews,The Pueblo Chieftain,https://www.chieftain.com/,Pueblo,America/Denver,US,en
chilligaz,Chillicothe Gazette,https://www.chillicothegazette.com/,Chillicothe,America/New_York,US,en
chinatimes,China Times,https://www.chinatimes.com/,Taipei City,Asia/Taipei,TW,zh
chunichi_denhen,Chunichi Shimbun,https://www.chunichi.co.jp/,Nagoya,Asia/Tokyo,JP,ja
ciceronoticias,Cicero Independiente,https://www.ciceroindependiente.com/,Cicero,America/Chicago,US,en
cityandstateny,City & State New York,https://www.cityandstateny.com/,New York City,America/New_York,US,en
cityjournal,City Journal,https://www.city-journal.org/,New York City,America/New_York,US,en
citylimitsnews,City Limits,http://www.citylimits.org/,New York City,America/New_York,US,en
civic_lex,CivicLex,https://civiclex.org/,Lexington,America/New_York,US,en
civilbeat,Honolulu Civil Beat,https://www.civilbeat.org/,Honolulu,US/Hawaii,US,en
civio,Civio,https://civio.es/,Madrid,Europe/Madrid,ES,es
cjonline,The Topeka Capital-Journal,https://www.cjonline.com/,Topeka,America/Chicago,US,en
cjr,Columbia Journalism Review,https://www.cjr.org/,New York City,America/New_York,US,en
clarincom,Clarín,https://www.clarin.com/,Buenos Aires,America/Buenos_Aires,AR,es
clarionledger,Clarion Ledger,https://www.clarionledger.com/,Jackson,America/New_York,US,en
claytoncrescent,Clayton Crescent,https://claytoncrescent.org/,Jonesboro,America/New_York,US,en
cnbc,CNBC,https://www.cnbc.com/,New York City,America/New_York,US,en
cnet,CNET,https://www.cnet.com/,San Francisco,America/Los_Angeles,US,en
cnn,CNN,https://www.cnn.com/,Atlanta,US/Eastern,US,en
cnnbrasil,CNN Brasil,https://www.cnnbrasil.com.br/,São Paulo,America/Sao_Paulo,BR,pt
cnsmd,Capital News Service,https://cnsmaryland.org/,College Park,America/New_York,US,en
codaily,Central Oregon Daily,https://centraloregondaily.com/,Bend,America/Los_Angeles,US,en
coindesk,CoinDesk,https://www.coindesk.com/,New York City,America/New_York,US,en
colabnewsco,Colorado News Collaborative,https://colabnews.co/,Denver,America/Denver,US,en
coloradoan,Fort Collins Coloradoan,https://www.coloradoan.com/,Fort Collins,America/Denver,US,en
coloradosun,Colorado Sun,https://coloradosun.com/,Denver,America/Denver,US,en
columbiatribune,Columbia Daily Tribune,https://www.columbiatribune.com/,Columbia,America/Chicago,US,en
comissourian,Columbia Missourian,https://www.columbiamissourian.com/,Columbia,America/Chicago,US,en
commondreams,Common Dreams,https://www.commondreams.org/,Maine,America/New_York,US,en
connpost,Connecticut Post,https://www.ctpost.com/,Bridgeport,America/New_York,US,en
conversationus,Conversation U.S.,https://theconversation.com/us,Waltham,America/New_York,US,en
cookpolitical,Cook Political Report,https://www.cookpolitical.com/,Washington,America/New_York,US,en
correio,Correio Braziliense,https://www.correiobraziliense.com.br/,Brasília,America/Sao_Paulo,BR,pt
corriere,Corriere della Sera,https://www.corriere.it/,Milano,Europe/Berlin,IT,it
coshtribune,Coshocton Tribune,https://www.coshoctontribune.com/,Coshocton,America/New_York,US,en
courier_tribune,The Courier-Tribune,https://www.courier-tribune.com/,Asheboro,America/New_York,US,en
courierjournal,Louisville Courier-Journal,https://www.courier-journal.com/,Louisville,America/New_York,US,en
courierpress,Evansville Courier & Press,https://www.courierpress.com/,Evansville,America/Chicago,US,en
couriertimes,Bucks County Courier Times,https://www.buckscountycouriertimes.com/,Levittown,America/New_York,US,en
cpipr,Centro de Periodismo Investigativo,https://periodismoinvestigativo.com/,San Juan,America/New_York,US,es
cprnews,Colorado Public Radio,https://www.cpr.org/,Centennial,America/Denver,US,en
cpsj,Cherry Hill Courier Post,https://www.courierpostonline.com/,Cherry Hill,America/New_York,US,en
cpublicpress,Carolina Public Press,https://carolinapublicpress.org/,Asheville,America/New_York,US,en
cqnow,CQ,https://info.cq.com/,Washington,America/New_York,US,en
crikey_news,Crikey,https://www.crikey.com.au/,Melbourne,Australia/Melbourne,AU,en
cronica,Crónica,https://www.cronica.com.ar/,Buenos Aires,America/Buenos_Aires,AR,es
cronistacom,Cronista,https://www.cronista.com/,Buenos Aires,America/Buenos_Aires,AR,es
crucessunnews,Las Cruces Sun News,https://www.lcsun-news.com/,Las Cruces,America/Denver,US,en
csgazette,Colorado Springs Gazette,https://gazette.com/,Colorado Springs,America/Denver,US,en
cstribune,Casper Star-Tribune,https://trib.com/,Casper,America/Denver,US,en
ctmagazine,Christianity Today,https://www.christianitytoday.com/,Carol Stream,America/Chicago,US,en
ctmirror,Connecticut Mirror,https://ctmirror.org/,Hartford,America/New_York,US,en
ctvnews,CTV News,https://www.ctvnews.ca/,Toronto,America/New_York,CA,en
cuestion_p,Cuestion Publica,https://cuestionpublica.com/,Bogatá,America/Bogota,CO,es
curbed,Curbed,https://www.curbed.com/,New York City,America/New_York,US,en
dagbladet,Dagbladet,https://www.dagbladet.no/,Oslo,Europe/Oslo,NO,no
dagsavisen,Dagsavisen,https://www.dagsavisen.no/,Oslo,Europe/Oslo,NO,no
daily_record,Daily Record,https://www.dailyrecord.co.uk/,Glasgow,Europe/London,GB,en
dailyamerican,Daily American,https://www.dailyamerican.com/,Somerset,America/New_York,US,en
dailycaller,Daily Caller,https://dailycaller.com/,Washington,America/New_York,US,en
dailycamera,Daily Camera,https://www.dailycamera.com/,Boulder,America/Denver,US,en
dailycomet,Daily Comet,https://www.dailycomet.com/,Thibodaux,America/Chicago,US,en
dailycommercial,Leesburg Daily Commercial,https://www.dailycommercial.com/,Leesburg,America/New_York,US,en
dailyecho,Daily Echo,https://www.dailyecho.co.uk/,Southampton,Europe/London,GB,en
dailyherald,Daily Herald,https://www.dailyherald.com/,Arlington,America/Chicago,US,en
dailyjeff,The Daily Jeffersonian,https://www.daily-jeff.com/,Cambridge,America/New_York,US,en
dailykos,Daily Kos,https://www.dailykos.com/,Washington,America/New_York,US,en
dailymaverick,Daily Maverick,https://www.dailymaverick.co.za/,Johannesburg,Africa/Johannesburg,ZA,en
dailymirror,Daily Mirror,https://www.mirror.co.uk/,London,Europe/London,GB,en
dailyneb,Daily Nebraskan,https://www.dailynebraskan.com/,Lincoln,America/Chicago,US,en
dailypenn,Daily Penn,https://www.thedp.com/,Philadelphia,America/New_York,US,en
dailyrecord,Parsippany Daily Record,https://www.dailyrecord.com/,Morristown,America/New_York,US,en
dailysunsa,Daily Sun,https://www.snl24.com/dailysun,SunLand,Africa/Johannesburg,ZA,en
dailytarheel,Daily Tarheel,https://www.dailytarheel.com,Chapel Hill,America/New_York,US,en
dailyyonder,Daily Yonder,https://www.dailyyonder.com/,Whitesburg,America/New_York,US,en
dainik_online,Danik Online,https://www.dainikonline.com/,Kathmandu,Asia/Kathmandu,NP,ne
dainikbhaskar,Dainik Bhaskar,https://www.bhaskar.com/,Bhopal,Asia/Kolkata,IN,hi
dallasbiznews,Dallas Business Journal,https://www.bizjournals.com/dallas/,Dallas,America/Chicago,US,en
dallasconews,Dallas County News,https://www.adelnews.com/,Adel,America/Chicago,US,en
dallasfreepress,Dallas Free Press,https://www.dallasfreepress.com/,Dallas,America/Chicago,US,en
dallasnews,Dallas Morning News,https://www.dallasnews.com/,Dallas,America/Chicago,US,en
dandc,Rochester Democrat and Chronicle,https://www.democratandchronicle.com/,Rochester,America/New_York,US,en
dbnewsjournal,The Daytona Beach News-Journal,https://www.news-journalonline.com/,Daytona Beach,America/New_York,US,en
dcexaminer,Washington Examiner,https://www.washingtonexaminer.com/,Washington,America/New_York,US,en
dcnepal,DC Nepal,https://www.dcnepal.com/,Kathmandu,Asia/Kathmandu,NP,ne
deadline,Deadline,https://deadline.com/,Los Angeles,America/Los_Angeles,US,en
deadspin,Deadspin,https://deadspin.com/,New York City,America/New_York,US,en
decisiondeskhq,Decision Desk HQ,https://decisiondeskhq.com/,Washington,America/New_York,US,en
defectormedia,Defector,https://defector.com/,New York City,America/New_York,US,en
delawareonline,Delaware Online,https://www.delawareonline.com/,Wilmington,America/New_York,US,en
delawarepublic,Delaware Public Media,https://www.delawarepublic.org/,Dover,America/New_York,US,en
delawaretoday,Delaware Today,https://delawaretoday.com/,Wilmington,America/New_York,US,en
demingheadlight,Deming Headlight,https://www.demingheadlight.com/,Deming,America/Denver,US,en
democracynow,Democracy Now!,https://www.democracynow.org/,New York City,America/New_York,US,en
denverchannel,Denver7,https://www.thedenverchannel.com/,Denver,America/Denver,US,en
denverite,Denverite,https://denverite.com/,Denver,America/Denver,US,en
denverpost,Denver Post,https://www.denverpost.com/,Denver,America/Denver,US,en
derspiegel,Der Spiegel,https://www.spiegel.de/,Hamburg,Europe/Berlin,DE,de
deseret,Deseret News,https://www.deseret.com/,Salt Lake City,America/Denver,US,en
desert_oracle,Desert Oracle,https://www.desertoracle.com/,Joshua Tree,America/Los_Angeles,US,en
desertsunnews,Palm Springs Desert Sun,https://www.desertsun.com/,Palm Springs,America/Los_Angeles,US,en
deshsanchar1,Deshsanchar,https://deshsanchar.com/,Kathmandu,Asia/Kathmandu,NP,ne
destinlog,The Destin Log,https://www.thedestinlog.com/,Destin,America/Chicago,US,en
detroitnews,Detroit News,https://www.detroitnews.com/,Detroit,America/Detroit,US,en
devilslakenews,Devils Lake Journal,https://www.devilslakejournal.com/,Devils Lake,America/Chicago,US,en
diarioonline,Fortaleza,https://diariodonordeste.verdesmares.com.br/,America/Sao_Paulo,America/Sao_Paulo,BR,pt
diariope,Diario de Pernambuco,https://www.diariodepernambuco.com.br/,Recife,America/Sao_Paulo,BR,pt
diariopopularrs,Diário Popular,https://www.diariopopular.com.br/,Pelotas,America/Sao_Paulo,BR,pt
